,document,spac_doc,token_doc
96,빠르고 배송 오버하게 떨어져요 기준으로 포장 잘메고다닐게요 왔어요 꼼꼼하게,빠르고 배송 오버하게 떨어져요 기준으로 포장 잘 메고 다닐게요 왔어요 꼼꼼하게,"['빠르다', '배송', '오버', '떨어지다', '기준', '포장', '자다', '메다', '다니다', '꼼꼼하다']"
97,진짜 깔별로 흰색도 사고싶은데 옷이 여기서만 얇아요 약하지만 아쉽네요 시원하고,진짜 깔별로 흰색도 사고 싶은데 옷이 여기서만 얇아 요 약하지만 아쉽네요 시원하고,"['깔다', '별로', '흰색', '사고', '얇다', '약하다', '아쉽다', '시원하다']"
98,같아요 옷은 어떤건 용으로 총장이 길고 넣입해야 구입 약해서 출퇴근,같아 요 옷은 어떤 건 용으로 총장이 길고 넣입해야 구입 약해서 출퇴근,"['총장', '길다', '넣다', '구입', '약하다', '출퇴근']"
99,크네요 좋은 입었을 예쁘고 스몰사이즈도 샀어요 떠요 디자인 뒤에가 되게,크네요 좋은 입었을 예쁘고 스몰 사이즈도 샀어요 떠요 디자인 뒤에 가 되게,"['크다', '좋다', '입다', '예쁘다', '스몰', '사이즈', '사다', '뜨다', '디자인', '되게']"
100,사이즈 크림색이라서 괜찮고 괜찮네요 입었을때 넉넉하게 은은하게 색깔도 핏도 샀어도,사이즈 크림색이라서 괜찮고 괜찮네요 입었을 때 넉넉하게 은은하게 색깔도 핏도 샀어도,"['사이즈', '크림', '이라서', '괜찮다', '괜찮다', '입다', '넉넉하다', '은은하다', '색깔', '사다']"
101,많이 좋아요 너무 편입니다 사이즈는 느낌나서 빈티지 들어가진 않지만 기여워서,많이 좋아요 너무 편입니다 사이즈는 느낌나서 빈티지 들어가 진 않지만 기 여워서,"['좋다', '편입', '사이즈', '느끼다', '빈티', '들어가다']"
102,좋아서 만족합니다 퀄리티가 제품 비싸긴하지만 가격이 허리는 큰데 선물했어요 사이즈가,좋아서 만족합니다 퀄리티가 제품 비싸긴 하지만 가격이 허리는 큰데 선물했어요 사이즈가,"['좋다', '만족하다', '퀄리티', '제품', '비싸다', '가격', '허리', '크다', '선물', '사이즈']"
103,정말 편해요 유니크해서 예뻐요 색이 맘에 디자인도 들어요 그리고,정말 편해 요 유니크해서 예뻐요 색이 맘에 디자인도 들어요 그리고,"['편하다', '유니크', '예쁘다', '디자인']"
104,여름에 입기 좋은 블레이저입니다 간절기때 두껍습니다 입기에는 가슬가슬한게 옷이에요 두껍긴해도,여름에 입 기 좋은 블레이저입니다 간절기 때 두껍습니다 입기에는 가 슬가슬한 게 옷이에요 두껍 긴 해도,"['여름', '좋다', '레이저', '간절', '두껍다', '입다', '두껍다', '기다', '해도']"
105,핏도 좋아요 이쁘고 샀어요 맘족합니다 옷도 추천해요 야무지개 사진보다 실물이,핏도 좋아요 이 쁘고 샀어요 맘족합니다 옷도 추천해요 야무지개 사진보다 실물이,"['좋다', '사다', '추천', '사진', '실물']"
106,예쁘고 좋아요 너무 제품 수납도 사용하겠습니다 낙낙하니 두툼하고 양말 샀어요,예쁘고 좋아요 너무 제품 수납도 사용하겠습니다 낙낙하니 두툼하고 양말 샀어요,"['예쁘다', '좋다', '제품', '수납', '사용', '낙하', '두툼', '양말', '사다']"
107,이뻐요 쫀쫀하고 짜임이 않은데 숏하고 생각보다 부드럽진 기장감도,이 뻐요 쫀쫀하고 짜임이 않은데 숏하고 생각보다 부드럽진 기장감도,"['쫀쫀', '생각', '부드럽다', '기장', '감다']"
108,좋습니다 정말 사용하기 생각보다 발리고 느낌이라부담없이 가벼운 좋아효ㅎㅎ여름 유지력도 예쁩니다선명하고,좋습니다 정말 사용하기 생각보다 발리고 느낌이라 부담 없이 가 벼운 좋아 효ㅎㅎ 여름 유지력도 예쁩니다 선명하고,"['좋다', '사용', '생각', '발리', '느낌', '부담', '비다', '좋다', '여름', '유지', '예쁘다', '선명하다']"
109,패치 좋아요 말고는 너무 기장이 귀엽네요품이랑 강아지,패치 좋아요 말고는 너무 기장이 귀엽네 요품이랑 강아지,"['패치', '좋다', '기장', '귀엽다']"
110,편하고 찍었을때 있을것같아요 입을수 이쁘네요 실제로봤을때보다 생각보다 색상이 사진으로 밝은것같아용,편하고 찍었을 때 있을 것 같아요 입을 수 이쁘네요 실제로 봤을 때보다 생각보다 색상이 사진으로 밝은 것 같아용,"['편하다', '찍다', '예쁘다', '실제', '생각', '색상', '사진', '밝다']"
111,줄어든거 자주 입으면서 오래 아예 사이즈로 빨다보니 미세하게 기장이 구매했습니다,줄어든 거 자주 입으면서 오래 아예 사이즈로 빨다 보니 미세하게 기장이 구매했습니다,"['줄어들다', '자주', '입다', '오래', '사이즈', '빨다', '기장', '구매']"
112,좋아요 같아요 튼튼해서 퀄리티가 오래신을수있을거 저렴한 입을게요 이뿌고 짱짱하네요 색상,좋아요 같아 요 튼튼해서 퀄리티가 오래 신을 수 있을 거 저렴한 입을 게요 이 뿌고 짱짱하네요 색상,"['좋다', '튼튼하다', '퀄리티', '오래', '저렴하다', '게요', '짱짱하다', '색상']"
113,편하고 이뻐요 너무 스모크라이즈 번창하세요 바지 있고 색깔이 마음이 들어서,편하고 이 뻐요 너무 스모크라이즈 번창하세요 바지 있고 색깔이 마음이 들어서,"['편하다', '라이즈', '번창', '바지', '색깔', '마음', '들어서다']"
114,여름에 합니다 좋아서 저렴하게잘 재질이 입ㅇㄹ듯해요 시원하게 미리 대비 구매했습니다,여름에 합니다 좋아서 저렴하게 잘 재질이 입 ㅇㄹ듯해요 시원하게 미리 대비 구매했습니다,"['여름', '좋다', '저렴하다', '자다', '재질', '시원하다', '미리', '대비', '구매']"
115,좋습니다 좋아요 무난하고 깔끔한 잘신겠습니다 매칭하기 흑청으로 감사합니다 가성비도 내체형에,좋습니다 좋아요 무난하고 깔끔한 잘 신겠습니다 매칭하기 흑청으로 감사합니다 가성비도 내 체형에,"['좋다', '좋다', '무난', '깔끔하다', '자다', '신다', '감사하다', '가성비', '비도', '체형']"
116,샀는데 잔스포츠 불평하실수도 이쁘다하고 분이면 빈티지해서 예민하신 비슷해서 안감도 겉감이,샀는데 잔 스포츠 불평하실 수도 이 쁘다 하고 분이면 빈티지해서 예민하신 비슷해서 안감도 겉감이,"['사다', '스포츠', '수도', '빈티', '안감']"
117,있어서 쟁여두려고 용도로 여러 씻지만 쓰고 발도 구매했습니다 혀에도 있습니다,있어서 쟁여두려고 용도로 여러 씻지만 쓰고 발도 구매했습니다 혀에도 있습니다,"['려고', '용도', '쓰다', '발도', '구매', '에도']"
118,좋아요 저렴하게 구매해서 팩에 막입기 같아 기분이 가성비좋은제품 잘샀습니다편하게 이너로도,좋아요 저렴하게 구매해서 팩에 막 입기 같아 기분이 가성비 좋은 제품 잘 샀습니다 편하게 이너로도,"['좋다', '저렴하다', '구매', '입다', '기분', '가성비', '좋다', '제품', '자다', '사다', '편하다']"
119,핏도 적당하고 자주 입을 예뻐요 만족합니다 두께도 같아요,핏도 적당하고 자주 입을 예뻐요 만족합니다 두께도 같아요,"['적당하다', '자주', '예쁘다', '만족하다', '두께']"
120,편하게 좋아요 잘입어지네요 입기 빠르고 배송도 무난하게,편하게 좋아요 잘 입어지네요 입 기 빠르고 배송도 무난하게,"['편하다', '좋다', '자다', '입다', '빠르다', '배송', '무난']"
121,입으면 좋음 이뻐요 이너로 없어보이지믄 삐쩍 멸치라 마른 단춤으로 너뮤,입으면 좋음 이 뻐요 이너로 없어 보이지 믄 삐쩍 멸치라 마른 단춤으로 너뮤,"['입다', '좋다', '보이지', '마르다']"
122,같아요 생각보다 있고핏도 건진거 고급스럽진 괜찮게 나오고 두툼하고 막비싸진 배송이,같아 요 생각보다 있고 핏도 건진 거 고급스럽진 괜찮게 나오고 두툼하고 막비싸진 배송이,"['생각', '건지다', '고급스럽다', '괜찮다', '두툼', '비싸다', '배송']"
123,좋아요 쓸수있어 은은하고 저희아이도 같이 향도 포인트로 썬크림이 거품 넓어서,좋아요 쓸 수 있어 은은하고 저희 아이도 같이 향도 포인트로 썬 크림이 거품 넓어서,"['좋다', '쓸다', '은은하다', '포인트', '크림', '거품', '넓다']"
124,좋아요케이스있어 좋아요디자인 좋아요 이쁘고 보관하기 배송빠르구요포장상태 가볍고,좋아 요케이스 있어 좋아요 디자인 좋아요 이 쁘고 보관하기 배송 빠르구 요 포장 상태 가볍고,"['좋다', '케이스', '좋다', '디자인', '좋다', '배송', '빠르다', '포장', '상태', '가볍다']"
125,편하고 좋은거 좋네요 입기 여름에 얇아서 같아요,편하고 좋은 거 좋네요 입기 여름에 얇아서 같아요,"['편하다', '좋다', '좋다', '입다', '여름', '얇다']"
126,너무 예쁘고 진짜 찐뽀라색이여서 레이어드 잘해서 입을듯 좋아용 예약배송인데 색감도,너무 예쁘고 진짜 찐 뽀라색이여서 레이어드 잘해서 입을 듯 좋아용 예약 배송인데 색감도,"['예쁘다', '찌다', '레이어', '좋다', '예약', '배송', '색감']"
127,최근 중에 예쁩니다 안경 마음에 들어요 가장,최근 중에 예쁩니다 안경 마음에 들어 요 가장,"['최근', '예쁘다', '안경', '마음']"
128,너무 향이 해서 친구가 좋다고 좋네용 구매해봤는데,너무 향이 해서 친구가 좋다고 좋네용 구매해봤는데,"['친구', '좋다', '좋다', '구매', '해봤다']"
129,할듯해요 입어야 이너용으로 엄청 길어요 기장이,할듯해요 입어야 이너용으로 엄청 길어요 기장이,"['입다', '기다', '기장']"
130,좋아요 있어서 입을 상품입니다 무난하게 기본 편안하게 여기저기 어디에나,좋아요 있어서 입을 상품입니다 무난하게 기본 편안하게 여기저기 어디에나,"['좋다', '상품', '무난', '기본', '편안하다', '여기저기']"
131,편하규 제가 원하던 사이즈가 느낌이에요 널널해서 길이가 길어서 그런,편하규 제가 원하던 사이즈가 느낌이에요 널널 해서 길이가 길어서 그런,"['원하다', '사이즈', '느낌', '널널', '길이', '기다']"
132,핏도 사이즈 이뻐요 정사이즈 재질이 재질 잡히고 자체가 탄탄하고 없어요,핏도 사이즈 이 뻐요 정 사이즈 재질이 재질 잡히고 자체가 탄탄하고 없어요,"['사이즈', '사이즈', '재질', '재질', '잡히다', '탄탄하다']"
133,샀어요 세일하길래 어머니가 다른색으로 원단도굿 마뗑킴은 좋아하셔서 핏이이뻐요 하나 아이패드,샀어요 세일하길래 어머니가 다른 색으로 원단도 굿 마뗑킴은 좋아하셔서 핏이 이 뻐요 하나 아이패드,"['사다', '어머니', '원단', '좋아하다']"
134,있어서 좋아요 디테일이 작은용량까지 지워집니다 순하게 카펜터라 따뜻하면서도 코듀로이라 다음에,있어서 좋아요 디테일이 작은 용량까지 지워집니다 순하게 카 펜터라 따뜻하면서도 코듀로이라 다음에,"['좋다', '디테일', '작다', '용량', '순하다', '따뜻하다']"
135,허벅지가 핏도 예쁘고 예뻐요 살집있는 사람들함텐 껴요 근데,허벅지가 핏도 예쁘고 예뻐요 살 집 있는 사람들 함텐 껴요 근데,"['허벅지', '예쁘다', '예쁘다', '사람', '끼다']"
136,편하고 예뻐요 여름에 신을 색감 사이즈도 귀엽고 같아요,편하고 예뻐요 여름에 신을 색감 사이즈도 귀엽고 같아요,"['편하다', '예쁘다', '여름', '색감', '사이즈', '귀엽다']"
137,좋네요 오버핏으로 예쁜 예쁘게 색감도 빠르고 배송도 맞아요 마음에 딸아이,좋네요 오버핏으로 예쁜 예쁘게 색감도 빠르고 배송도 맞아요 마음에 딸아이,"['좋다', '오버핏', '예쁘다', '예쁘다', '색감', '빠르다', '배송', '맞다', '마음']"
138,입기 여름에 핏도 ㅎㅎ 구매했습니다 좋네요만족스러운 얇지 않아서 수건재질이고 보들보들,입기 여름에 핏도 ㅎㅎ 구매했습니다 좋네요 만족스러운 얇지 않아서 수건 재질이고 보들보들,"['입다', '여름', '구매', '좋다', '만족스럽다', '얇다', '재질']"
139,입을 했음 티셔츠좋아하는 크롭 좋겠어용치마바지 있어요 있는 얼른 세일할때 세일,입을 했음 티셔츠 좋아하는 크롭 좋겠어 용치마바지 있어요 있는 얼른 세일할 때 세일,"['티셔츠', '좋아하다', '크롭', '좋다', '치마', '바지', '얼른']"
140,하다 주문했는데 많이 마음에 따뜻합니다 들어요가볍고 너무 고민,하다 주문했는데 많이 마음에 따뜻합니다 들어요 가볍고 너무 고민,"['주문', '마음', '따뜻하다', '가볍다', '고민']"
141,컬러감도 적당하고 사이즈도 만족해요 마음에 듭니다,컬러감도 적당하고 사이즈도 만족해요 마음에 듭니다,"['컬러', '감다', '적당하다', '사이즈', '만족하다', '마음', '듭니']"
142,편하게 입기 좋아요모카색같은 좋아요깔별로 사모으는중입니다 베이지색입니다,편하게 입 기 좋아요모카색 같은 좋아요 깔별로 사 모으는 중입니다 베이지색입니다,"['편하다', '좋다', '좋다', '깔다', '별로', '베이지색']"
143,핏도 좋아서 잘입고 입었을때 이뿌고 색감도 다닐듯해요,핏도 좋아서 잘 입고 입었을 때 이뿌고 색감도 다닐 듯해요,"['좋다', '자다', '입다', '입다', '색감', '다니다']"
144,좋습니다 이쁘고 아주 선물용으로 빠르고 배송도,좋습니다 이쁘고 아주 선물용으로 빠르고 배송도,"['좋다', '예쁘다', '아주', '선물', '빠르다', '배송']"
145,핏도 좋은 입기 이쁘네요 데일리로 너무 같아요,핏도 좋은 입기 이쁘네요 데일리로 너무 같아요,"['좋다', '입다', '예쁘다', '일리']"
